FCLTY_NM,FCLTY_FLAG_NM,INDUTY_CD,INDUTY_NM,FCLTY_TY_CD,FCLTY_TY_NM,POSESN_MBY_CD,POSESN_MBY_CTPRVN_CD,POSESN_MBY_CTPRVN_NM,POSESN_MBY_SIGNGU_CD,POSESN_MBY_SIGNGU_NM,RSPNSBLTY_DEPT_NM,RSPNSBLTY_TEL_NO,ROAD_NM_CTPRVN_CD,ROAD_NM_CTPRVN_NM,ROAD_NM_SIGNGU_CD,ROAD_NM_SIGNGU_NM,ROAD_NM_EMD_CD,ROAD_NM_EMD_NM,ROAD_NM_LI_CD,ROAD_NM_LI_NM,RDNMADR_NM,FCLTY_LO,FCLTY_LA,FCLTY_AR_CO,ACMD_NMPR_CO,ADTM_CO,FCLTY_HMPG_URL,NATION_ALSFC_AT,FCLTY_STATE_CD,DEL_AT
남양주체육문화센터수영장,공공,P11,수영장,P1101,수영장,01,4100000000,경기도,4136000000,남양주시,,,4100000000,경기도,4136000000,남양주시,4136010500,이패동,,,경기도 남양주시 다산지금로 51-27 (이패동),127.175606154831,37.6099088872774,10620.0,,,Www.ncuc.or.kr/nyj/281,N,00,N
남양주체육문화센터테니스장,공공,P06,테니스장,P0601,테니스장,01,4100000000,경기도,4136000000,남양주시,,,4100000000,경기도,4136000000,남양주시,4136010500,이패동,,,경기도 남양주시 다산지금로 91 (이패동),127.177790438367,37.6059265813058,266.0,,,http://nyj.ncuc.or.kr,N,00,N
능평스포츠센터-수영장,공공,P11,수영장,P1101,수영장,01,4100000000,경기도,4161000000,광주시,,,4100000000,경기도,4161000000,광주시,4161011600,,,,경기도 광주시 창뜰아랫길 14-3 (능평동),127.166792205993,37.3489416560285,,,,https://www.gjcs.or.kr/NeungPyeong/facilities,N,00,N
능평스포츠센터-체육관,공공,P09,체육관,P0903,생활체육관,01,4100000000,경기도,4161000000,광주시,,,4100000000,경기도,4161000000,광주시,4161011600,,,,경기도 광주시 창뜰아랫길 14-3 (능평동),127.166792205993,37.3489416560285,,,,https://www.gjcs.or.kr/NeungPyeong/facilities,N,00,N
달성군국민체육센터,공공,P11,수영장,P1101,수영장,01,2700000000,대구광역시,2771000000,달성군,시설관리공단 체육시설팀,053-659-4105,2700000000,대구광역시,2771000000,달성군,2771036025,성하리,,,대구광역시 달성군 현풍면 현풍동로 180,128.4418192683,35.701690366,2624.0,,,http://www.dssiseol.or.kr/pages/main/index_real.html,N,00,N
달성문화센터수영장,공공,P11,수영장,P1101,수영장,01,2700000000,대구광역시,2771000000,달성군,시설관리공단 체육시설팀,053-659-4108,2700000000,대구광역시,2771000000,달성군,2771025628,매곡리,,,대구광역시 달성군 다사읍 대실역북로2길 188,128.46080730445348,35.8655505410631,647.0,,,http://www.dssiseol.or.kr/pages/main/index_real.html,N,00,N
도봉실내수영장,공공,P11,수영장,P1101,수영장,01,1100000000,서울특별시,1132000000,도봉구,체육시설팀,02-2091-2572,1100000000,서울특별시,1132000000,도봉구,1132010800,도봉동,,,서울특별시 도봉구 도봉로180나길 41 (도봉동),127.0498959256,37.6843457162,830.0,,,,N,00,Y
도봉실내수영장,공공,P11,수영장,P1101,수영장,01,1100000000,서울특별시,1132000000,도봉구,문화체육과,02-2091-2572,1100000000,서울특별시,1132000000,도봉구,1132010800,도봉동,,,서울특별시 도봉구 도봉로180나길 41 (도봉동),127.0498959256,37.6843457162,,,,,N,00,Y
도봉실내수영장,공공,P11,수영장,P1101,수영장,01,1100000000,서울특별시,1132000000,도봉구,문화체육과,02-2091-2572,1100000000,서울특별시,1132000000,도봉구,1132010800,도봉동,,,서울특별시 도봉구 도봉로180나길 41 (도봉동),127.0498959256,37.6843457162,,,,https://www.dobongsiseol.or.kr/swim/,N,00,N
동구국민체육문예센터,공공,P23,기타체육시설(체력단련장),P2301,기타체육시설(체력단련장),,2600000000,부산광역시,2617000000,동구,,,2600000000,부산광역시,2617000000,동구,2617010200,수정동,,,부산광역시 동구 구청로 8 (수정동),129.044674212151,35.1289529498826,5719.0,,,,N,00,N
동구국민체육문예센터,공공,P17,골프연습장,P1701,골프연습장,,2600000000,부산광역시,2617000000,동구,,,2600000000,부산광역시,2617000000,동구,2617010200,수정동,,,부산광역시 동구 구청로 8 (수정동),129.044674212151,35.1289529498826,5719.0,,,,N,00,N
동구국민체육문예센터,공공,P09,체육관,P0903,생활체육관,01,2600000000,부산광역시,2617000000,동구,,,2600000000,부산광역시,2617000000,동구,2617010200,수정동,,,부산광역시 동구 구청로 8 (수정동),129.044674212151,35.1289529498826,5719.0,,200.0,https://www.bsdgsportsart.or.kr/,N,00,N
동구국민체육문예센터,공공,P11,수영장,P1101,수영장,01,2600000000,부산광역시,2617000000,동구,,,2600000000,부산광역시,2617000000,동구,2617010200,수정동,,,부산광역시 동구 구청로 8 (수정동),129.044674212151,35.1289529498826,,,,,N,00,N
동구문화체육센터 수영장,공공,P11,수영장,P1101,수영장,01,2800000000,인천광역시,2814000000,동구,,,2800000000,인천광역시,2814000000,동구,2814010700,송림동,,,인천광역시 동구 송림로110번길 5-8(송림동),126.647542264254,37.4757730062256,,,,https://www.icdonggu.go.kr/cscenter/,N,00,N
동구문화체육센터 체력단련장,공공,P23,기타체육시설(체력단련장),P2301,기타체육시설(체력단련장),01,2800000000,인천광역시,2814000000,동구,,,2800000000,인천광역시,2814000000,동구,2814010700,송림동,,,인천광역시 동구 송림로110번길 5-8(송림동),126.647542264254,37.4757730062256,,,,https://www.icdonggu.go.kr/cscenter/,N,00,N
동대문구민체육센터수영장,공공,P11,수영장,P1101,수영장,01,1100000000,서울특별시,1123000000,동대문구,,,1100000000,서울특별시,1123000000,동대문구,,,,,대전광역시 서구 장안동  장안로 587,127.337253852,36.2112474504,5157.0,,92.0,www.ddmgongdan.or.kr,N,00,N
동대문구체육관,공공,P09,체육관,P0903,생활체육관,01,1100000000,서울특별시,1123000000,동대문구,,,1100000000,서울특별시,1123000000,동대문구,1123010500,답십리동,,,서울특별시 동대문구 답십리로 210-3 (답십리동),127.0639528124,37.5722886649,,,,,N,00,N
동래구국민체육센터실내수영장,공공,P11,수영장,P1101,수영장,01,2600000000,부산광역시,2626000000,동래구,,,2600000000,부산광역시,2626000000,동래구,2626010800,온천동,,,부산광역시 동래구 미남로116번길 3 (온천동),129.069709495086,35.2045343881348,4869.0,,,sports.dongnae.go.kr,N,00,N
동작구민체육센터,공공,P09,체육관,P0903,생활체육관,01,1100000000,서울특별시,1159000000,동작구,체육사업팀,02-832-2445,1100000000,서울특별시,1159000000,동작구,1159010900,신대방동,,,서울특별시 동작구 여의대방로16길 53 (신대방동),126.91677190396511,37.494722108453615,8650.0,,,www.idongjak.or.kr,N,00,N
동작구민체육센터골프연습장,공공,P17,골프연습장,P1701,골프연습장,01,1100000000,서울특별시,1159000000,동작구,체육사업팀,02-832-2445,1100000000,서울특별시,1159000000,동작구,1159010900,신대방동,,,서울특별시 동작구 여의대방로16길 53 (신대방동),126.91677190396511,37.494722108453615,8650.0,,,http://sports.idongjak.or.kr/,N,00,N
동작구민체육센터수영장,공공,P11,수영장,P1101,수영장,01,1100000000,서울특별시,1159000000,동작구,체육사업팀,02-832-2445,1100000000,서울특별시,1159000000,동작구,,,,,신대방동 460-1,126.916771904,37.4947221085,1613.0,,97.0,https://sports.idongjak.or.kr/fac/fac_03.html,N,00,N
두류수영장,공공,P11,수영장,P1101,수영장,01,2700000000,대구광역시,2700000000,대구광역시,관리과,053-602-2002,2700000000,대구광역시,2729000000,달서구,2729010100,성당동,,,대구광역시 달서구 공원순환로 237 (성당동),128.5616279964,35.8469691886,14555.0,1500.0,,Www.duryuswim.or.kr,N,00,N
마장국민체육센터,공공,P09,체육관,P0903,생활체육관,01,1100000000,서울특별시,1120000000,성동구,체육사업팀,02-2204-7900,1100000000,서울특별시,1120000000,성동구,,,,,서울특별시 성동구 마조로11길 6 (마장동),127.0407835,37.5621277,198.0,,,Happysd.or.kr,N,00,N
문학박태환수영장,공공,P11,수영장,P1101,수영장,01,2800000000,인천광역시,2800000000,인천광역시,체육진흥과 체육시설마케팅팀,032-440-4325,2800000000,인천광역시,2817000000,남구,2817010900,문학동,,,인천광역시 남구 매소홀로 618 (문학동),126.69582955537857,37.43426620550537,10638.0,3006.0,,Icmha.or.kr,N,00,N
미추홀구 국민체육센터,공공,P11,수영장,P1101,수영장,01,2800000000,인천광역시,2817700000,미추홀구,,,2800000000,인천광역시,2817700000,,2817710100,,,,인천광역시 미추홀구 경인로42번길 57 (숭의동),126.649466178107,37.461952785372,4519.0,,,http://www.imfmc.co.kr/fmcs/1,N,00,N
백운커뮤니티센터수영장,공공,P11,수영장,P1101,수영장,01,4100000000,경기도,4143000000,의왕시,,,4100000000,경기도,4143000000,의왕시,4143010600,학의동,,,경기도 의왕시 백운중앙로 74 (학의동),127.007579832837,37.3700378002341,2203.0,,,www.uuc.or.kr,N,00,N
백운포체육공원 (테니스장),공공,P06,테니스장,P0601,테니스장,01,2600000000,부산광역시,2629000000,남구,,,2600000000,부산광역시,2629000000,남구,2629010700,용호동,,,부산광역시 남구 백운포로 108 (용호동),129.11050303553705,35.10329101490108,5124.0,,,www.namgusports.go.kr,N,00,N
보령국민체육센터수영장,공공,P11,수영장,P1101,수영장,01,4400000000,충청남도,4418000000,보령시,보령시,041-930-4972,4400000000,충청남도,4418000000,보령시,4418036022,옥동리,,,충청남도 보령시 남포면 보령남로 347,126.6039302581,36.3137593924,2436.0,500.0,,https://www.brcn.go.kr/public/sub02_02_01.do,N,00,N
부곡다목적실내체육관,공공,P09,체육관,P0901,구기체육관,01,4100000000,경기도,4143000000,의왕시,생활체육팀,031-8086-7421,4100000000,경기도,4143000000,의왕시,4143011000,월암동,,,경기도 의왕시 부곡공원길 6 (월암동),126.9587561738,37.3146338063,735.0,100.0,20.0,http://www.uuc.or.kr/M_04/page03_03.html,N,00,N
부곡스포츠센터,공공,P09,체육관,P0903,생활체육관,01,4100000000,경기도,4143000000,의왕시,문화체육과,031-345-2544,4100000000,경기도,4143000000,의왕시,4143010300,삼동,,,경기도 의왕시 부곡시장길 77 (삼동),126.9572377174,37.318644671,1793.0,,50.0,http://www.uuc.or.kr/M_04/page03_01.html,N,00,N
부산국민체육센터,공공,P09,체육관,P0903,생활체육관,01,2600000000,부산광역시,2600000000,부산광역시,부산광역시체육회,051-253-5959,2600000000,부산광역시,2614000000,서구,2614010600,서대신동3가,,,부산광역시 서구 대신로 150 (서대신동3가),129.0157717833,35.1173255941,4707.0,,,http://www.bnsc.or.kr/,N,00,N
부산국민체육센터수영장,공공,P11,수영장,P1101,수영장,01,2600000000,부산광역시,2600000000,부산광역시,,,2600000000,부산광역시,2614000000,서구,2614010600,서대신동3가,,,부산광역시 서구 대신로 150 (서대신동3가),129.0157717833,35.1173255941,940.0,,,http://www.bnsc.or.kr/,N,00,N
부산진구 국민체육센터,공공,P09,체육관,P0903,생활체육관,01,2600000000,부산광역시,2623000000,부산진구,,,2600000000,부산광역시,2623000000,부산진구,2623010200,전포동,,,부산광역시 부산진구 진남로328번길 35 (전포동),129.073772711458,35.1553866779638,2247.0,,,https://www.jsports.or.kr/,N,00,N
부산진구 국민체육센터,공공,P11,수영장,P1101,수영장,01,2600000000,부산광역시,2623000000,부산진구,,,2600000000,부산광역시,2623000000,부산진구,2623010200,전포동,,,부산광역시 부산진구 진남로328번길 35 (전포동),129.073756775902,35.1553813636445,1345.0,,,https://www.jsports.or.kr/,N,00,N
북구국민체육센터,공공,P09,체육관,P0903,생활체육관,01,3100000000,울산광역시,3120000000,북구,체육센터,052-241-7370,3100000000,울산광역시,3120000000,북구,3120010500,신천동,,,울산광역시 북구 호계로 416-31 (신천동),129.3470124585,35.6427661867,4128.0,,,https://wel.bukgu.ulsan.kr/33,N,00,N
북구국민체육센터,공공,P09,체육관,P0903,생활체육관,01,2600000000,부산광역시,2632000000,북구,,,2600000000,부산광역시,2632000000,북구,2632010200,화명동,,,부산광역시 북구 화명대로94번길 83 (화명동),129.0174847778,35.2309163551,3639.0,,,https://bukgusports.com/,N,00,N
북구국민체육센터,공공,P08,간이운동장,P0801,간이운동장,01,2900000000,광주광역시,2917000000,북구,,,2900000000,광주광역시,2917000000,북구,,,,,광주광역시 북구 용봉동  우치로 91,126.912287,35.175403,,,,,N,00,Y
북구국민체육센터수영장,공공,P11,수영장,P1101,수영장,01,3100000000,울산광역시,3120000000,북구,문화체육과,052-241-7370,3100000000,울산광역시,3120000000,북구,3120010500,신천동,,,울산광역시 북구 호계로 416-31 (신천동),129.3470124585,35.6427661867,744.0,,,,N,00,N
북구국민체육센터수영장,공공,P11,수영장,P1101,수영장,01,2600000000,부산광역시,2632000000,북구,,,2600000000,부산광역시,2632000000,북구,2632010200,화명동,,,부산광역시 북구 화명대로94번길 83 (화명동),129.0174847778,35.2309163551,325.0,,24.0,https://bukgusports.com/,N,00,N
분당야탑청소년수련관수영장,공공,P11,수영장,P1101,수영장,01,4100000000,경기도,4113000000,성남시,,,4100000000,경기도,4113500000,성남시 분당구,4113510700,야탑동,,,경기도 성남시 분당구 벌말로30번길 35(야탑동),127.14186183859,37.4102383004208,,,,https://www.snyouth.or.kr/ytyouth/index.do,N,00,N
분당야탑청소년수련관체육관,공공,P09,체육관,P0903,생활체육관,01,4100000000,경기도,4113000000,성남시,,,4100000000,경기도,4113500000,성남시 분당구,4113510700,야탑동,,,경기도 성남시 분당구 벌말로30번길 35(야탑동),127.14186183859,37.4102383004208,,,,https://www.snyouth.or.kr/ytyouth/index.do,N,00,N
사당문화회관수영장,공공,P11,수영장,P1101,수영장,01,1100000000,서울특별시,1159000000,동작구,체육사업팀,02-832-2445,1100000000,서울특별시,1159000000,동작구,,,,,사당동 248-6,126.969612227,37.4847138959,2975.0,,164.0,https://sports.idongjak.or.kr/fac/fac_04.html,N,00,N
사하구국민체육센터,공공,P09,체육관,P0903,생활체육관,01,2600000000,부산광역시,2638000000,사하구,운영본부,051-202-3800,2600000000,부산광역시,2638000000,사하구,2638010800.0,감천동,,,부산광역시 사하구 감천로 68 (감천동),128.9988758569,35.0894345871,7251.0,,,https://www.sahaksports.or.kr/saha/181,N,00,N
삼각산문화예술회관수영장(구.강북구민회관수영장),공공,P11,수영장,P1101,수영장,01,1100000000,서울특별시,1130500000,강북구,,,1100000000,서울특별시,1130500000,강북구,1130510300.0,수유동,,,서울특별시 강북구 삼각산로 85 (수유동),127.0138773512,37.6409894263,621.0,1500.0,,http://samgaksan.gangbukcmc.seoul.kr/sam/group01/page01.php,N,00,N
서대문체육회관수영장,공공,P11,수영장,P1101,수영장,01,1100000000,서울특별시,1141000000,서대문구,,,1100000000,서울특별시,1141000000,서대문구,,,,,홍은3동 산26-155,126.931520478,37.5808203434,1011.0,,119.0,https://www.sscmc.or.kr/culture1/,N,00,N
서부산권장애인스포츠센터,공공,P09,체육관,P0903,생활체육관,01,2600000000,부산광역시,2638000000,사하구,,,2600000000,부산광역시,2638000000,사하구,2638010300.0,하단동,,,부산광역시 사하구 낙동남로1233번길 20 (하단동),128.946837565307,35.1094279994477,4007.0,,,https://www.sbsd.kr/Home/1,N,00,N
서부산권장애인스포츠센터,공공,P11,수영장,P1101,수영장,01,2600000000,부산광역시,2638000000,사하구,,,2600000000,부산광역시,2638000000,사하구,2638010300.0,하단동,,,부산광역시 사하구 낙동남로1233번길 20 (하단동),128.946941566346,35.1094202906351,11107.0,,,,N,00,N
서울여성능력개발원수영장,공공,P22,기타시설,P2201,기타시설,01,1100000000,서울특별시,1100000000,서울특별시,서울시 체육정책과,,1100000000,서울특별시,1121500000,광진구,1121510500.0,자양동,,,서울특별시 광진구 아차산로30길 36 (자양동),127.0667172354,37.5394043329,7406.0,150.0,,dongbu.seoulwomanup.or.kr,N,00,N
서재문화체육센터,공공,P09,체육관,P0903,생활체육관,01,2700000000,대구광역시,2700000000,대구광역시,자원순환과,053-803-4263,2700000000,대구광역시,2771000000,달성군,2771025624.0,방천리,,,대구광역시 달성군 다사읍 다사로 750,128.5032012112,35.8842869558,5904.0,,,http://06.dgsisul.or.kr/,N,00,N
서재문화체육센터 배드민턴장,공공,P22,기타시설,P2201,기타시설,01,2700000000,대구광역시,2700000000,대구광역시,자원순환과,053-803-4263,2700000000,대구광역시,2771000000,달성군,2771025624.0,방천리,,,대구광역시 달성군 다사읍 다사로 750,128.5032012112,35.8842869558,687.0,,,http://06.dgsisul.or.kr/,N,99,N
서재문화체육센터 수영장,공공,P11,수영장,P1101,수영장,01,2700000000,대구광역시,2700000000,대구광역시,자원순환과,053-803-4263,2700000000,대구광역시,2771000000,달성군,2771025624.0,방천리,,,대구광역시 달성군 다사읍 다사로 750,128.5032012112,35.8842869558,836.0,,,http://06.dgsisul.or.kr/,N,00,N
선학국제빙상경기장,공공,P20,빙상장,P2001,빙상장,01,2800000000,인천광역시,2800000000,인천광역시,체육진흥과 체육시설마케팅팀,032-440-4325,2800000000,인천광역시,2818500000,연수구,2818510200.0,선학동,,,인천광역시 연수구 경원대로 526 (선학동),126.7018224056,37.430886457,13616.0,,,http://www.seonhakicerink.or.kr,N,00,N
성동구립용답체육센터 수영장,공공,P11,수영장,P1101,수영장,01,1100000000,서울특별시,1120000000,성동구,,,1100000000,서울특별시,1120000000,성동구,1120012200.0,용답동,,,서울특별시 성동구 천호대로78길 15-48(용답동),127.057056800287,37.5618311880264,,,,www.happysd.or.kr,N,00,N
성동구민종합체육센터수영장,공공,P11,수영장,P1101,수영장,01,1100000000,서울특별시,1120000000,성동구,체육사업팀,02-2204-7600,1100000000,서울특별시,1120000000,성동구,,,,,성수1가 685-20,127.040836325,37.5450455643,5950.0,,60.0,http://sports.happysd.or.kr,N,00,N
성북구민체육관,공공,P09,체육관,P0903,생활체육관,01,1100000000,서울특별시,1129000000,성북구,,,1100000000,서울특별시,1129000000,성북구,1129013600.0,하월곡동,,,서울특별시 성북구 화랑로13길 144 (하월곡동),127.042283674161,37.6086202045187,2041.0,,,http://www.gongdan.go.kr,N,00,N
성북종합레포츠타운수영장,공공,P11,수영장,P1101,수영장,01,1100000000,서울특별시,1129000000,성북구,레포츠팀,02-6917-1100,1100000000,서울특별시,1129000000,성북구,,,,,서울특별시 성북구 한천로58길 307 (석관동),127.070014938,37.6101088695,8618.0,,71.0,http://www.gongdan.go.kr,N,00,N
성북종합레포츠타운체육관,공공,P09,체육관,P0903,생활체육관,01,1100000000,서울특별시,1129000000,성북구,레포츠팀,02-6917-1100,1100000000,서울특별시,1129000000,성북구,1129013900.0,석관동,,,서울특별시 성북구 한천로58길 307 (석관동),127.0700512818,37.6102169666,8618.0,,,http://www.gongdan.go.kr,N,00,N
성서국민체육센터,공공,P11,수영장,P1101,수영장,01,2700000000,대구광역시,2700000000,대구광역시,관리과,053-602-2002,2700000000,대구광역시,2729000000,달서구,2729010800.0,이곡동,,,대구광역시 달서구 선원로 133 (이곡동),128.5058539351,35.8615626498,2027.0,,,http://www.spsc.or.kr/,N,00,N
소사국민체육센터,공공,P09,체육관,P0903,생활체육관,01,4100000000,경기도,4119000000,부천시,,,4100000000,경기도,4119000000,부천시,4119011000.0,,,,경기도 부천시 소사로 108 (소사본동),126.7983828115,37.4684393542,6548.0,656.0,656.0,https://www.best.or.kr/fmcs/44,N,00,N
속초국민체육센터,공공,P11,수영장,P1101,수영장,01,5100000000,강원특별자치도,5121000000,속초시,,,5100000000,,5121000000,,4221010800.0,조양동,,,강원특별자치도 속초시 조양로 89 (조양동),128.590655795048,38.1867529800519,,,,,Y,00,Y
속초국민체육센터,공공,P11,수영장,P1101,수영장,01,5100000000,강원특별자치도,5121000000,속초시,속초시정보스포츠센타,033-639-3714,5100000000,,5121000000,,4221010800.0,조양동,,,강원특별자치도 속초시 조양로 89 (조양동),128.59101189728827,38.18655925274479,2970.0,,552.0,https://sports.sokcho.go.kr/,N,00,N
송도스포츠센터수영장,공공,P11,수영장,P1101,수영장,01,2600000000,부산광역시,2614000000,서구,문화관광과,051-240-4781,2600000000,부산광역시,2614000000,서구,2614012400.0,암남동,,,부산광역시 서구 송도해변로 121 (암남동),129.0201114042,35.078077331,639.0,,,http://sdsports.or.kr/,N,00,N
수영구 국민체육센터,공공,P22,기타시설,P2201,기타시설,01,2600000000,부산광역시,2650000000,수영구,,,2600000000,부산광역시,2650000000,수영구,2650010400.0,광안동,,,부산광역시 수영구 수영로521번길 77 (광안동),129.10732576402197,35.152769349441336,4996.0,,,https://www.sysports.or.kr/emSolution/,N,00,N
수영구 스포츠클럽,공공,P09,체육관,P0903,생활체육관,01,2600000000,부산광역시,2650000000,수영구,,051-755-8885,2600000000,부산광역시,2650000000,수영구,2650010300.0,민락동,,,부산광역시 수영구 광남로257번길 12 (민락동),129.1269419776,35.1609477038,2981.0,,,www.sysports.or.kr,N,00,N
수원시체육회관,공공,P22,기타시설,P2201,기타시설,01,4100000000,경기도,4111000000,수원시,수원시체육회,031-290-6014,4100000000,경기도,4111100000,수원시 장안구,4111113600.0,조원동,,,경기도 수원시 장안구 정조로 998 (조원동),127.0075567563,37.2986095257,6171.0,,,www.suwonsports.or.kr,N,00,N
수원청소년문화센터,공공,P09,체육관,P0901,구기체육관,01,4100000000,경기도,4111000000,수원시,교육청소년과,,4100000000,경기도,4111500000,수원시 팔달구,4111514100.0,인계동,,,경기도 수원시 팔달구 권광로 293 (인계동),127.035011171,37.2736313985,1953.0,,,http://www.syf.or.kr/web/page.do?menuIdx=360,N,00,N
수원청소년문화센터,공공,P06,테니스장,P0601,테니스장,01,4100000000,경기도,4111000000,수원시,교육청소년과,,4100000000,경기도,4111500000,수원시 팔달구,4111514100.0,인계동,,,경기도 수원시 팔달구 권광로 293 (인계동),127.035011171,37.2736313985,1123.0,,,http://www.syf.or.kr/web/page.do?menuIdx=360,N,00,N
수원청소년문화센터,공공,P11,수영장,P1101,수영장,01,4100000000,경기도,4111000000,수원시,교육청소년과,,4100000000,경기도,4111500000,수원시 팔달구,4111514100.0,인계동,,,경기도 수원시 팔달구 권광로 293 (인계동),127.035011171,37.2736313985,4132.0,,,http://www.syf.or.kr/,N,00,N
수원청소년문화센터,공공,P12,롤러스케이트장,P1201,롤러스케이트장,01,4100000000,경기도,4111000000,수원시,교육청소년과,,4100000000,경기도,4111500000,수원시 팔달구,4111514100.0,인계동,,,경기도 수원시 팔달구 권광로 293 (인계동),127.035011171,37.2736313985,1844.0,,,http://www.syf.or.kr/,N,00,N
신도림생활체육관,공공,P09,체육관,P0903,생활체육관,01,1100000000,서울특별시,1153000000,구로구,신도림생활체육관팀,02-1899-9912,1100000000,서울특별시,1153000000,구로구,1153010100.0,신도림동,,,서울특별시 구로구 경인로67길 149 (신도림동),126.8832339091,37.5137625902,1322.0,,,www.gurosisul.or.kr,N,00,N
신림체육센터,공공,P09,체육관,P0903,생활체육관,01,1100000000,서울특별시,1162000000,관악구,체육사업팀,02-869-1888,1100000000,서울특별시,1162000000,관악구,1162010200.0,신림동,,,서울특별시 관악구 난곡로58길 13 (신림동),126.9160329184,37.4800711987,973.0,,,,N,00,N
신림체육센터수영장,공공,P11,수영장,P1101,수영장,01,1100000000,서울특별시,1162000000,관악구,시설관리공단,02-869-1888,1100000000,서울특별시,1162000000,관악구,1162010200.0,신림동,,,서울특별시 관악구 난곡로58길 13 (신림동),126.9160329184,37.4800711987,973.0,,,,N,00,N
신월문화체육센터수영장,공공,P11,수영장,P1101,수영장,01,1100000000,서울특별시,1147000000,양천구,양천구 시설관리공단,,1100000000,서울특별시,1147000000,양천구,,,,,충청북도 제천시 신월동   987,128.17992438,37.1595571644,3144.0,,77.0,www.ycs.or.kr,N,00,N
아차산배수지인조잔디축구장,공공,P02,축구장,P0201,축구장,01,1100000000,서울특별시,1121500000,광진구,,,1100000000,서울특별시,1121500000,광진구,1121510300.0,구의동,,,서울특별시 광진구 천호대로 731 (구의동),127.0965013409,37.5489631716,5600.0,,,http://stadium.gwangjin.or.kr/,N,00,N
아차산배수지체육공원테니스장,공공,P06,테니스장,P0601,테니스장,01,1100000000,서울특별시,1121500000,광진구,문화체육과,02-450-7589,1100000000,서울특별시,1121000000,,1121510300.0,구의동,,,서울특별시 광진구 천호대로 731 (구의동),127.096503036618,37.5489618186663,4752.0,,,http://stadium.gwangjin.or.kr/,N,00,N
