FCLTY_NM,FCLTY_FLAG_NM,INDUTY_CD,INDUTY_NM,FCLTY_TY_CD,FCLTY_TY_NM,POSESN_MBY_CD,POSESN_MBY_CTPRVN_CD,POSESN_MBY_CTPRVN_NM,POSESN_MBY_SIGNGU_CD,POSESN_MBY_SIGNGU_NM,RSPNSBLTY_DEPT_NM,RSPNSBLTY_TEL_NO,ROAD_NM_CTPRVN_CD,ROAD_NM_CTPRVN_NM,ROAD_NM_SIGNGU_CD,ROAD_NM_SIGNGU_NM,ROAD_NM_EMD_CD,ROAD_NM_EMD_NM,ROAD_NM_LI_CD,ROAD_NM_LI_NM,RDNMADR_NM,FCLTY_LO,FCLTY_LA,FCLTY_AR_CO,ACMD_NMPR_CO,ADTM_CO,FCLTY_HMPG_URL,NATION_ALSFC_AT,FCLTY_STATE_CD,DEL_AT
양천구민체육센터수영장,공공,P11,수영장,P1101,수영장,01,1100000000,서울특별시,1147000000,양천구,양천구 시설관리공단,,1100000000,서울특별시,1147000000,양천구,,,,,신정동322-10,126.864584048,37.5163952347,7982.0,,104.0,WWW.YCS.OR.KR,N,00,N
여성문화회관 수영장,공공,P11,수영장,P1101,수영장,01,2800000000,인천광역시,2800000000,인천광역시,여성정책과,032-440-2693,2800000000,인천광역시,2823700000,부평구,2823710600.0,갈산동,,,인천광역시 부평구 길주로 539 (갈산동),126.7221956149,37.5079398418,330.0,,,www.ifwf.or.kr,N,00,N
연제구국민체육센터,공공,P09,체육관,P0903,생활체육관,01,2600000000,부산광역시,2647000000,연제구,문화체육과 체육센터운영계,051-665-5124,2600000000,부산광역시,2647000000,연제구,2647010200.0,연산동,,,부산광역시 연제구 쌍미천로 132 (연산동),129.08810206617528,35.18433996338203,7705.0,,,http://sports.yeonje.go.kr,N,00,N
열린금호교육문화관체육관,공공,P09,체육관,P0903,생활체육관,01,1100000000,서울특별시,1120000000,성동구,열린금호교육문화관,02-2204-7650,1100000000,서울특별시,1120000000,성동구,1120011000.0,금호동2가,,,"서울특별시 성동구 금호산12길 3(금호동2가, 성덕빌라)",127.020096432685,37.5525459627183,4587.0,,,http://sports.happysd.or.kr,N,00,N
열우물경기장,공공,P11,수영장,P1101,수영장,01,2800000000,인천광역시,2800000000,인천광역시,인천시체육회 체육시설운영부,032-715-6214,2800000000,인천광역시,2823000000,,2823710200.0,십정동,,,인천광역시 부평구 열우물로 164 (십정동),126.6915918015,37.4801057828,11853.0,,,www.icyum.or.kr,N,00,N
영도구국민체육센터,공공,P09,체육관,P0903,생활체육관,01,2600000000,부산광역시,2620000000,영도구,,,2600000000,부산광역시,2620000000,영도구,2620012100.0,동삼동,,,부산광역시 영도구 함지로79번길 6 (동삼동),129.066858950494,35.0752653795657,7890.0,,,http://www.ydsports.org/main/,N,00,N
영등포제1스포츠센터,공공,P09,체육관,P0903,생활체육관,01,1100000000,서울특별시,1156000000,영등포구,문화체육과,02-2670-3142,1100000000,서울특별시,1156000000,영등포구,1156013200.0,신길동,,,서울특별시 영등포구 신풍로 1 (신길동),126.9063068442,37.5005419803,661.0,,,https://www.y-sisul.or.kr/mod.asp?m=business=a01,N,00,N
영등포제1스포츠센터 수영장,공공,P11,수영장,P1101,수영장,01,1100000000,서울특별시,1156000000,영등포구,문화체육과,02-2670-3142,1100000000,서울특별시,1156000000,영등포구,1156013200.0,신길동,,,서울특별시 영등포구 신풍로 1 (신길동),126.9063068442,37.5005419803,991.0,,,y-sisul.or.kr/m/,N,00,N
영등포제2스포츠센터,공공,P09,체육관,P0903,생활체육관,01,1100000000,서울특별시,1156000000,영등포구,문화체육과,02-2670-3142,1100000000,서울특별시,1156000000,영등포구,1156011400.0,당산동4가,,,서울특별시 영등포구 국회대로 615 (당산동4가),126.9027309194,37.5266934256,552.0,,,y-sisul.or.kr,N,00,N
영등포제2스포츠센터 수영장,공공,P11,수영장,P1101,수영장,01,1100000000,서울특별시,1156000000,영등포구,문화체육과,02-2670-3142,1100000000,서울특별시,1156000000,영등포구,1156011400.0,당산동4가,,,서울특별시 영등포구 국회대로 615 (당산동4가),126.9027309194,37.5266934256,704.0,,,y-sisul.or.kr,N,00,N
오남체육문화센터,공공,P09,체육관,P0903,생활체육관,01,4100000000,경기도,4136000000,남양주시,,,4100000000,경기도,4136000000,남양주시,4136026223.0,오남리,,,경기도 남양주시 오남읍 진건오남로577번길 11,127.209705223965,37.6846078817453,5180.0,,,www.ncuc.or.kr>on>405,N,00,N
오남체육문화센터수영장,공공,P11,수영장,P1101,수영장,01,4100000000,경기도,4136000000,남양주시,,,4100000000,경기도,4136000000,남양주시,4136026223.0,오남리,,,경기도 남양주시 오남읍 양지로 156-19,127.202226621924,37.6929656004791,,,,www.ncuc.or.kr>on>405,N,00,N
오정레포츠센터,공공,P09,체육관,P0903,생활체육관,01,4100000000,경기도,4119000000,부천시,부천시시설관리공단,032-340-5383,4100000000,경기도,4119000000,부천시,4119011700.0,,,,경기도 부천시 상오정로 169 (오정동),126.7965002236,37.5290269002,9792.0,,,www.best.co.kr,N,00,N
오정레포츠센터 수영장,공공,P11,수영장,P1101,수영장,01,4100000000,경기도,4119000000,부천시,부천시시설관리공단,032-340-5383,4100000000,경기도,4119000000,부천시,4119011700.0,,,,경기도 부천시 상오정로 169 (오정동),126.7965002236,37.5290269002,9792.0,1023.0,,ojeongleports.bocheon.go.kr,N,00,N
올림픽기념국민생활관,공공,P09,체육관,P0903,생활체육관,01,2800000000,인천광역시,2800000000,인천광역시,체육진흥과,032-440-4084,2800000000,인천광역시,2820000000,남동구,2820010100.0,구월동,,,인천광역시 남동구 구월로 251 (구월동),126.7188970737,37.4573747931,6619.0,,,WWW.ICOLY.OR.KR,N,00,N
올림픽기념국민생활관,공공,P09,체육관,P0903,생활체육관,01,4100000000,경기도,4127000000,안산시,시민레저부,031-481-4900,4100000000,경기도,4127300000,안산시 단원구,4127310100.0,고잔동,,,경기도 안산시 단원구 적금로 202 (고잔동),126.8281889417,37.3262873583,4552.0,,,Www.ansanuc.net,N,00,N
올림픽기념국민생활관,공공,P09,체육관,P0903,생활체육관,01,2600000000,부산광역시,2600000000,부산광역시,총무과,051-747-2002,2600000000,부산광역시,2635000000,해운대구,2635010500.0,우동,,,부산광역시 해운대구 APEC로 68 (우동),129.1376942145,35.1674268557,6959.0,,,WWW.SABA.co.kr,N,00,N
올림픽기념국민생활관,공공,P09,체육관,P0903,생활체육관,01,5200000000,전북특별자치도,5214000000,익산시,,,5200000000,전북특별자치도,5214000000,익산시,5214011300.0,남중동,,,전북특별자치도 익산시 선화로 255 (남중동),126.958312891287,35.9454583044586,22231.0,,,https://www.iksancmc.or.kr/index.iksan,N,00,N
올림픽기념국민생활관,공공,P09,체육관,P0903,생활체육관,01,3000000000,대전광역시,3000000000,대전광역시,시설관리공단(국민생활관),042-610-9500,3000000000,대전광역시,3017000000,서구,3017011100.0,갈마동,,,대전광역시 서구 신갈마로230번길 77 (갈마동),127.37328047641452,36.35482909647144,6390.0,,,http://www.djsiseol.or.kr/,N,00,N
올림픽기념국민생활관,공공,P09,체육관,P0903,생활체육관,01,1100000000,서울특별시,1111000000,종로구,관광체육과,02-2148-1892,1100000000,서울특별시,1111000000,종로구,1111016900.0,혜화동,,,서울특별시 종로구 성균관로 91 (혜화동),126.9987998007,37.5904592018,20997.0,,,https://www.ijongno.co.kr/main,N,00,N
올림픽기념국민생활관,공공,P06,테니스장,P0601,테니스장,01,2600000000,부산광역시,2600000000,부산광역시,,,2600000000,부산광역시,2635000000,해운대구,2635010500.0,우동,,,부산광역시 해운대구 APEC로 68 (우동),129.1376942145,35.1674268557,6959.0,,,Www.Saba.or.kr,N,00,N
올림픽기념국민생활관,공공,P09,체육관,P0903,생활체육관,01,4800000000,경상남도,4812000000,창원시,,,4800000000,경상남도,4812000000,창원시,4812710500.0,양덕동,,,경상남도 창원시 마산회원구 삼호로 63 (양덕동),128.579580117268,35.2219848625101,1200.0,,,,N,00,N
올림픽기념국민생활관,공공,P09,체육관,P0903,생활체육관,01,2700000000,대구광역시,2700000000,대구광역시,체육시설관리사무소,053-602-2002,2700000000,대구광역시,2729000000,달서구,2729012400.0,본동,,,대구광역시 달서구 학산로 130 (본동),128.5405565994,35.8331435784,4565.0,,,Omc.dgsisul.or.kr,N,00,N
올림픽기념국민생활관,공공,P09,체육관,P0903,생활체육관,01,4600000000,전라남도,4615000000,순천시,체육시설관리소,061-749-8483,4600000000,전라남도,4615000000,순천시,4615011400.0,연향동,,,전라남도 순천시 팔마로 333 (연향동),127.51987520470072,34.93531386703505,1259.0,,,www.suncheon.go.kr,N,00,N
올림픽기념국민생활관,공공,P09,체육관,P0903,생활체육관,01,4300000000,충청북도,4311000000,청주시,시설관리팀,043-201-2383,4300000000,충청북도,4311200000,청주시 서원구,4311210100.0,사직동,,,충청북도 청주시 서원구 흥덕로 61 (사직동),127.4696612662,36.6409790442,1087.0,,,http://www.cjsisul.or.kr/reserve/main.do,N,00,N
올림픽기념국민생활관,공공,P09,체육관,P0903,생활체육관,01,4700000000,경상북도,4719000000,구미시,,,4700000000,경상북도,4719000000,구미시,4719010100.0,원평동,,,경상북도 구미시 산책길 63(원평동),128.328937580904,36.1235344902129,,,,,N,00,N
올림픽기념국민생활관,공공,P22,기타시설,P2201,기타시설,01,2900000000,광주광역시,2900000000,광주광역시,,,2900000000,광주광역시,2914000000,서구,2914012800.0,풍암동,,,광주광역시 서구 금화로 278(풍암동),126.87916885013,35.1366355242332,,,,,N,00,N
와부체육문화센터,공공,P09,체육관,P0903,생활체육관,01,4100000000,경기도,4136000000,남양주시,,,4100000000,경기도,4136000000,남양주시,4136025021.0,덕소리,,,경기도 남양주시 와부읍 월문천로 51,127.218019492181,37.5858081338259,4269.0,,,http://wb.ncuc.or.kr,N,00,N
와부체육문화센터수영장,공공,P11,수영장,P1101,수영장,01,4100000000,경기도,4136000000,남양주시,,,4100000000,경기도,4136000000,남양주시,4136025021.0,덕소리,,,경기도 남양주시 와부읍 월문천로 51,127.218019492181,37.5858081338259,,,,http://wb.ncuc.or.kr,N,00,N
용답구립체육센터,공공,P09,체육관,P0903,생활체육관,01,1100000000,서울특별시,1120000000,성동구,,,1100000000,서울특별시,1120000000,성동구,1120012200.0,용답동,,,서울특별시 성동구 천호대로78길 15-48(용답동),127.057056800287,37.5618311880264,,,,www.happysd.or.kr,N,00,N
용산문화체육센터,공공,P09,체육관,P0903,생활체육관,01,1100000000,서울특별시,1117000000,용산구,문화체육센터,02-707-2492,1100000000,서울특별시,1117000000,용산구,1117012200.0,문배동,,,서울특별시 용산구 백범로 350 (문배동),126.9676267129,37.5372419256,1272.0,,,http://www.yongsangu-sc.or.kr/,N,00,N
용산문화체육센터수영장,공공,P11,수영장,P1101,수영장,01,1100000000,서울특별시,1117000000,용산구,문화체육센터,02-707-2492,1100000000,서울특별시,1117000000,용산구,1117012200.0,문배동,,,서울특별시 용산구 백범로 350 (문배동),126.9676267129,37.5372419256,40952.0,,47.0,http://www.yongsangu-sc.or.kr/,N,00,N
용산청소년수련관,공공,P09,체육관,P0903,생활체육관,01,1100000000,서울특별시,1117000000,용산구,용산청소년수련관,02-749-5314,1100000000,서울특별시,1117000000,용산구,1117012900.0,이촌동,,,서울특별시 용산구 이촌로71길 24 (이촌동),126.9732987193,37.5213568837,6497.0,,,yong-san.or.kr/youspool,N,00,N
은평구민체육센터,공공,P09,체육관,P0903,생활체육관,01,1100000000,서울특별시,1138000000,은평구,생활체육과,02-351-6553,1100000000,서울특별시,1138000000,은평구,1138011400.0,진관동,,,서울특별시 은평구 진관1로 40 (진관동),126.9235811378,37.6304419867,,,,http://www.efmc.or.kr/public_html/sports/,N,00,N
의왕시국민체육센터,공공,P09,체육관,P0903,생활체육관,01,4100000000,경기도,4143000000,의왕시,생활체육팀,031-8086-7421,4100000000,경기도,4143000000,의왕시,4143010700.0,내손동,,,경기도 의왕시 복지로 27 (내손동),126.9751638254,37.3820353772,4241.0,,,http://www.uuc.or.kr/M_04/page03_02.html,N,00,N
의왕시국민체육센터수영장,공공,P11,수영장,P1101,수영장,01,4100000000,경기도,4143000000,의왕시,생활체육팀,031-8086-7412,4100000000,경기도,4143000000,의왕시,4143010700.0,내손동,,,경기도 의왕시 복지로 27 (내손동),126.9751638254,37.3820353772,2334.0,300.0,45.0,http://www.uuc.or.kr/M_04/page03_01.html,N,00,N
의왕청소년수련관체육관,공공,P09,체육관,P0901,구기체육관,01,4100000000,경기도,4143000000,의왕시,운영지원부,031-346-8164,4100000000,경기도,4143000000,의왕시,4143010100.0,고천동,,,경기도 의왕시 문화공원로 33 (고천동),126.9719404893,37.3417947817,776.0,100.0,20.0,http://www.uiwang.go.kr/UWKORPHY0301,N,00,N
이문체육문화센터,공공,P09,체육관,P0903,생활체육관,01,1100000000,서울특별시,1123000000,동대문구,,,1100000000,서울특별시,1123000000,동대문구,1123011000.0,이문동,,,서울특별시 동대문구 한천로58길 81-49 (이문동),127.0687029956,37.6022458023,859.0,,,www.dfmc.kr,N,00,N
장유스포츠센터,공공,P09,체육관,P0903,생활체육관,01,4800000000,경상남도,4825000000,김해시,,,4800000000,경상남도,4825000000,김해시,4825012800.0,삼문동,,,경상남도 김해시 번화2로 72 (삼문동),128.804943695749,35.1957255994161,3778.0,,,ghdc.or.kr,N,00,N
정관아쿠아드림파크,공공,P11,수영장,P1101,수영장,01,2600000000,부산광역시,2671000000,기장군,,,2600000000,부산광역시,2671000000,기장군,2671025627.0,모전리,,,부산광역시 기장군 정관읍 모전로 7,129.163150938554,35.3413209714865,,,,www.gijangcmc.or.kr,N,99,N
정관아쿠아드림파크,공공,P11,수영장,P1101,수영장,01,2600000000,부산광역시,2671000000,기장군,,,2600000000,부산광역시,2671000000,기장군,2671025627.0,모전리,,,부산광역시 기장군 정관읍 모전로 7,129.163150938554,35.3413209714865,11567.0,,,https://www.gijangcmc.or.kr/dreampark/main/main.asp,N,00,N
정자청소년수련관체육관,공공,P09,체육관,P0903,생활체육관,01,4100000000,경기도,4113000000,성남시,,031-725-9500,4100000000,경기도,4113500000,성남시 분당구,4113510300.0,정자동,,,경기도 성남시 분당구 성남대로407번길 12 (정자동),127.1063231146,37.3727600961,7328.0,200.0,200.0,Snyouth.or.kr,N,00,N
종로구민회관,공공,P09,체육관,P0903,생활체육관,01,1100000000,서울특별시,1111000000,종로구,총무과,02-2148-1305,1100000000,서울특별시,1111000000,종로구,1111017400.0,창신동,,,서울특별시 종로구 지봉로5길 7-5 (창신동),127.0143674296,37.5735016343,3973.0,,,www.ijongno.co.kr,N,00,N
종로구민회관수영장,공공,P11,수영장,P1101,수영장,01,1100000000,서울특별시,1111000000,종로구,총무과,02-2148-1305,1100000000,서울특별시,1111000000,종로구,1111017400.0,창신동,,,서울특별시 종로구 지봉로5길 7-5 (창신동),127.0143674296,37.5735016343,11262.0,175.0,,Www.ijongno.co.kr,N,00,N
종로문화체육센터수영장,공공,P11,수영장,P1101,수영장,01,1100000000,서울특별시,1111000000,종로구,관광체육과,02-2148-1892,1100000000,서울특별시,1111000000,종로구,1111011500.0,사직동,,,서울특별시 종로구 인왕산로1길 21 (사직동),126.9646629429,37.5742108077,6756.0,,,www.ijongno.co.kr,N,00,N
중곡문화체육센터,공공,P09,체육관,P0903,생활체육관,01,1100000000,서울특별시,1121500000,광진구,체육시설운영팀 (중곡문화체육센터),02-3408-4918,1100000000,서울특별시,1121500000,광진구,1121510100.0,중곡동,,,서울특별시 광진구 능동로 433 (중곡동),127.0848034473,37.5677777605,8176.0,,,http://jgsports.gwangjin.or.kr/,N,00,N
중곡문화체육센터수영장,공공,P11,수영장,P1101,수영장,01,1100000000,서울특별시,1121500000,광진구,체육시설운영팀 (중곡문화체육센터),02-3408-4918,1100000000,서울특별시,1121500000,광진구,1121510100.0,중곡동,,,서울특별시 광진구 능동로 433 (중곡동),127.0848034473,37.5677777605,1449.0,140.0,,http://jgsports.gwangjin.or.kr/,N,00,N
중구회현체육센터,공공,P09,체육관,P0903,생활체육관,01,1100000000,서울특별시,1114000000,중구,체육사업팀,02-2280-8433,1100000000,서울특별시,1114000000,중구,1114012100.0,회현동1가,,,서울특별시 중구 퇴계로12길 78(회현동1가),126.981637818762,37.5560315749818,5306.0,,,,N,00,N
진접체육문화센터,공공,P09,체육관,P0903,생활체육관,01,4100000000,경기도,4136000000,남양주시,,,4100000000,경기도,4136000000,남양주시,4136025321.0,장현리,,,경기도 남양주시 진접읍 금강로 1509-24,127.189710244998,37.7271158776249,3869.0,,,https://www.ncuc.or.kr/jj/536,N,00,N
진접체육문화센터수영장,공공,P11,수영장,P1101,수영장,01,4100000000,경기도,4136000000,남양주시,,,4100000000,경기도,4136000000,남양주시,4136025321.0,장현리,,,경기도 남양주시 진접읍 금강로 1509-24,127.189710244998,37.7271158776249,,,,http://jj.ncuc.or.kr,N,00,N
천안축구센터,공공,P02,축구장,P0201,축구장,01,4400000000,충청남도,4413000000,천안시,,,4400000000,충청남도,4413300000,천안시 서북구,4413310200.0,성정동,,,충청남도 천안시 서북구 축구센터로 150 (성정동),127.1471205531098,36.82149058518731,20221.0,4231.0,4231.0,www.cfmc.or.kr,N,00,N
청담평생학습관골프연습장,공공,P17,골프연습장,P1701,골프연습장,01,1100000000,서울특별시,1168000000,강남구,,,1100000000,서울특별시,1168000000,강남구,,,,,강남구 청담동35-10,127.046437389,37.5191126816,4030.0,,,www.kncity.or.kr,N,00,N
충무아트홀스포츠센터수영장,공공,P11,수영장,P1101,수영장,01,1100000000,서울특별시,1114000000,중구,체육사업팀,02-2280-8404,1100000000,서울특별시,1114000000,중구,1114016300.0,흥인동,,,서울특별시 중구 퇴계로 387(흥인동),127.014790889728,37.5659409687669,,,73174.0,www.eunpyeongspo.seoul.kr,N,00,N
충주국민체육센터수영장,공공,P11,수영장,P1101,수영장,01,4300000000,충청북도,4313000000,충주시,공공시설팀,043-850-3282,4300000000,충청북도,4313000000,충주시,,,,,충청북도 충주시 중원대로 3306 (호암동),127.691712636,36.931631966,3979.0,800.0,,www.es21.net,N,00,N
탄천스포츠센터,공공,P09,체육관,P0901,구기체육관,01,4100000000,경기도,4113000000,성남시,시설관리팀,031-725-7161,4100000000,경기도,4113000000,성남시,4113510700.0,야탑동,,,경기도 성남시 분당구 탄천로 215 (야탑동),127.11952605391026,37.40871089453304,3285.0,,,Www.2ssc.or.kr,N,00,N
탄천스포츠센터골프연습장,공공,P17,골프연습장,P1701,골프연습장,01,4100000000,경기도,4113000000,성남시,시설관리팀,031-725-7165,4100000000,경기도,4113000000,성남시,4113510700.0,야탑동,,,경기도 성남시 분당구 탄천로 215 (야탑동),127.1195714208742,37.408827981202805,489.0,,,Www.2ssc.or.kr,N,00,N
탄천종합운동장 체육회관 수영장,공공,P11,수영장,P1101,수영장,01,4100000000,경기도,4113000000,성남시,,,4100000000,경기도,4113000000,성남시,,,,,분당구야탑동 탄천로 215,127.119735529,37.4097432509,8462.0,702.0,585.0,Www.2ssc.or.kr,N,00,N
탄천종합운동장체육회관빙상장,공공,P20,빙상장,P2001,빙상장,01,4100000000,경기도,4113000000,성남시,,,4100000000,경기도,4113000000,성남시,,,,,야탑동 486번지,127.120662823,37.4104126666,9785.0,702.0,702.0,https://spo.isdc.co.kr,N,00,N
태전국민체육센터-생활체육관,공공,P09,체육관,P0903,생활체육관,01,4100000000,경기도,4161000000,광주시,,,4100000000,경기도,4161000000,광주시,4161011000.0,태전동,,,경기도 광주시 벼루개길42번길 20 (태전동),127.233093215443,37.3813686651393,,,,https://www.gjcs.or.kr/TaeJeon/facilities,N,00,N
태전국민체육센터-수영장,공공,P11,수영장,P1101,수영장,01,4100000000,경기도,4161000000,광주시,,,4100000000,경기도,4161000000,광주시,4161011000.0,태전동,,,경기도 광주시 벼루개길42번길 20 (태전동),127.233093215443,37.3813686651393,,,,https://www.gjcs.or.kr/TaeJeon/facilities,N,00,N
평생학습관,공공,P09,체육관,P0903,생활체육관,01,4400000000,충청남도,4420000000,아산시,,,4400000000,충청남도,4420000000,아산시,4420011200.0,용화동,,,충청남도 아산시 남부로 92 (용화동),126.99225790240838,36.77079819837925,3776.0,,,https://korean.visitkorea.or.kr/detail/content_view.html?cid=130185,N,00,N
평생학습관 수영장,공공,P11,수영장,P1101,수영장,01,4100000000,경기도,4143000000,의왕시,평생교육팀,031-8086-7412,4100000000,경기도,4143000000,의왕시,4143010500.0,오전동,,,경기도 의왕시 오전로 122 (오전동),126.9754571544,37.3550551101,2644.0,24.0,24.0,http://www.uuc.or.kr/,N,00,N
포항국민체육센터,공공,P09,체육관,P0903,생활체육관,01,4700000000,경상북도,4711000000,포항시,새마을체육산업과,054-270-2803,4700000000,경상북도,4711000000,포항시,4711311500.0,학잠동,,,경상북도 포항시 북구 양학로 166 (학잠동),129.3414639662,36.0355781537,1424.0,,,https://www.phsisul.org/home/108,N,00,N
포항실내수영장,공공,P11,수영장,P1101,수영장,01,4700000000,경상북도,4711000000,포항시,새마을체육산업과,054-270-2804,4700000000,경상북도,4711000000,포항시,4711110200.0,대도동,,,경상북도 포항시 남구 희망대로 810 (대도동),129.36149651236207,36.007443528916944,4885.0,800.0,,http://phsisul.org,N,00,N
해동이국민체육센터,공공,P09,체육관,P0903,생활체육관,03,4800000000,경상남도,4825000000,김해시,,,4800000000,경상남도,4825000000,김해시,4825010700.0,삼계동,,,경상남도 김해시 삼계로 132 (삼계동),128.88036313337,35.2583232989749,456.0,,,https://ghdc.or.kr/sports/fmcs/13,N,00,N
해오름휘트니스센터,공공,P09,체육관,P0903,생활체육관,01,1100000000,서울특별시,1129000000,성북구,해오름스포츠팀,,1100000000,서울특별시,1129000000,성북구,1129010300.0,돈암동,,,"서울특별시 성북구 성북로4길 52 (돈암동, 한신한진아파트)",127.012706037821,37.5944725333435,661.0,,,Www.gongdan.go.kr,N,00,N
호평체육문화센터,공공,P09,체육관,P0903,생활체육관,01,4100000000,경기도,4136000000,남양주시,,,4100000000,경기도,4136000000,남양주시,4136010100.0,호평동,,,경기도 남양주시 늘을2로 67 (호평동),127.242279677092,37.6588779545358,5883.0,,,http://www.hp.ncuc.or.kr,N,00,N
호평체육문화센터수영장,공공,P11,수영장,P1101,수영장,01,4100000000,경기도,4136000000,남양주시,,,4100000000,경기도,4136000000,남양주시,4136010100.0,호평동,,,경기도 남양주시 늘을2로 67 (호평동),127.242279677092,37.6588779545358,833.0,,,http://www.hp.ncuc.or.kr,N,00,N
화도체육문화센터,공공,P09,체육관,P0903,생활체육관,01,4100000000,경기도,4136000000,남양주시,,,4100000000,경기도,4136000000,남양주시,4136025628.0,창현리,,,경기도 남양주시 화도읍 수레로 1259,127.301174102761,37.6496096019013,6598.0,,,http://hd.ncuc.or.kr,N,00,N
화도체육문화센터수영장,공공,P11,수영장,P1101,수영장,01,4100000000,경기도,4136000000,남양주시,,,4100000000,경기도,4136000000,남양주시,4136025628.0,창현리,,,경기도 남양주시 화도읍 수레로 1259,127.301174102761,37.6496096019013,,,,http://hd.ncuc.or.kr,N,00,N
화성국민체육센터 체육시설,공공,P22,기타시설,P2201,기타시설,01,4100000000,경기도,4159000000,화성시,,031-369-6273,4100000000,경기도,4159000000,화성시,4159025324.0,동화리,,,경기도 화성시 봉담읍 동화길 18,126.9517316331,37.2206741432,19834.0,,,https://www.hsuco.or.kr/sports/bongdam/1,N,00,N
환경에너지시설내테니스장,공공,P06,테니스장,P0601,테니스장,01,4100000000,경기도,4128000000,고양시,체육진흥과,031-8075-2341,4100000000,경기도,4128500000,고양시 일산동구,4128510600.0,백석동,,,경기도 고양시 일산동구 경의로 115 (백석동),126.79618801727229,37.6436216618518,777.0,,,gbc.gys.or.kr,N,00,N
환경에너지시설수영장,공공,P11,수영장,P1101,수영장,01,4100000000,경기도,4128000000,고양시,체육진흥과,031-8075-2341,4100000000,경기도,4128500000,고양시 일산동구,4128510600.0,백석동,,,경기도 고양시 일산동구 경의로 84 (백석동),126.7951298071,37.6411187006,997.0,,,gbc.gys.or.kr,N,00,N
황새울국민체육센터,공공,P09,체육관,P0903,생활체육관,01,4100000000,경기도,4113000000,성남시,,,4100000000,경기도,4113500000,성남시 분당구,4113510200.0,수내동,,,경기도 성남시 분당구 황새울로 273(수내동),127.116735759821,37.3825459433359,2901.0,,,https://spo.isdc.co.kr/,N,00,N
흑석체육센터,공공,P09,체육관,P0903,생활체육관,01,1100000000,서울특별시,1159000000,동작구,체육사업팀,02-832-2445,1100000000,서울특별시,1159000000,동작구,1159010500.0,흑석동,,,서울특별시 동작구 현충로 73 (흑석동),126.96347167748948,37.51005566715778,2895.0,,,www.idongjak.or.kr,N,00,N
흑석체육센터수영장,공공,P11,수영장,P1101,수영장,01,1100000000,서울특별시,1159000000,동작구,체육사업팀,02-832-2445,1100000000,서울특별시,1159000000,동작구,1159010500.0,흑석동,,,서울특별시 동작구 현충로 73 (흑석동),126.96347167748948,37.51005566715778,2895.0,,47.0,http://sports.idongjak.or.kr/,N,00,N
